path	line	column	token	old	new	action	reason
LICENSES/asset-rights-register.md	843	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/asset-rights-register.md	844	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/asset-rights-register.md	845	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/asset-rights-register.md	846	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/asset-rights-register.md	847	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/asset-rights-register.md	848	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/asset-rights-register.md	849	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/asset-rights-register.md	850	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/asset-rights-register.md	851	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/asset-rights-register.md	857	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/asset-rights-register.md	858	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/asset-rights-register.md	859	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/asset-rights-register.md	860	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/asset-rights-register.md	861	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/asset-rights-register.md	862	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/asset-rights-register.md	863	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/asset-rights-register.md	864	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/asset-rights-register.md	865	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/asset-rights-register.md	866	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/asset-rights-register.md	867	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/asset-rights-register.md	873	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/asset-rights-register.md	874	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/asset-rights-register.md	875	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/asset-rights-register.md	876	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/asset-rights-register.md	877	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/asset-rights-register.md	878	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/asset-rights-register.md	879	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/asset-rights-register.md	880	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/asset-rights-register.md	881	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/asset-rights-register.md	882	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/asset-rights-register.md	883	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/skill-license.md	178	6	URL 或仓库路径	[URL 或仓库路径]	[[URL 或仓库路径]]	MIGRATE	fillable-slot
LICENSES/skill-license.md	179	6	已修改 / 已翻译 / 已扩展 / 未修改	[已修改 / 已翻译 / 已扩展 / 未修改]	[[已修改 / 已翻译 / 已扩展 / 未修改]]	MIGRATE	fillable-slot
LICENSES/skill-license.md	210	10	简述	[简述]	[[简述]]	MIGRATE	fillable-slot
LICENSES/skill-license.md	437	3	衍生 Skill 名称	[衍生 Skill 名称]	[[衍生 Skill 名称]]	MIGRATE	fillable-slot
LICENSES/skill-license.md	442	8	URL	[URL]	[[URL]]	MIGRATE	fillable-slot
LICENSES/skill-license.md	446	7	名称	[名称]	[[名称]]	MIGRATE	fillable-slot
LICENSES/skill-license.md	447	8	YYYY-MM-DD	[YYYY-MM-DD]	[[YYYY-MM-DD]]	MIGRATE	fillable-slot
LICENSES/skill-license.md	448	8	内容	[内容]	[[内容]]	MIGRATE	fillable-slot
LICENSES/skill-license.md	449	10	许可；如与原始部分不同，必须清楚区分	[许可；如与原始部分不同，必须清楚区分]	[[许可；如与原始部分不同，必须清楚区分]]	MIGRATE	fillable-slot
LICENSES/skill-license.md	534	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/skill-license.md	535	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/skill-license.md	536	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/skill-license.md	537	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/skill-license.md	538	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/skill-license.md	539	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/skill-license.md	540	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/skill-license.md	541	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/skill-license.md	542	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/skill-license.md	543	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/skill-license.md	544	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/skill-license.md	545	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/third-party-notices.md	29	3	project-root	[project-root]	[[project-root]]	MIGRATE	fillable-slot
LICENSES/third-party-notices.md	86	11	PROJECT_ID / SKILL_ID	[PROJECT_ID / SKILL_ID]	[[PROJECT_ID / SKILL_ID]]	MIGRATE	fillable-slot
LICENSES/third-party-notices.md	87	13	MAJOR	[MAJOR]	[[MAJOR]]	MIGRATE	fillable-slot
LICENSES/third-party-notices.md	87	21	MINOR	[MINOR]	[[MINOR]]	MIGRATE	fillable-slot
LICENSES/third-party-notices.md	87	29	PATCH	[PATCH]	[[PATCH]]	MIGRATE	fillable-slot
LICENSES/third-party-notices.md	89	9	姓名 / 角色	[姓名 / 角色]	[[姓名 / 角色]]	MIGRATE	fillable-slot
LICENSES/third-party-notices.md	90	13	姓名 / 角色 / 律师或法务团队	[姓名 / 角色 / 律师或法务团队]	[[姓名 / 角色 / 律师或法务团队]]	MIGRATE	fillable-slot
LICENSES/third-party-notices.md	91	10	YYYY-MM-DD	[YYYY-MM-DD]	[[YYYY-MM-DD]]	MIGRATE	fillable-slot
LICENSES/third-party-notices.md	98	14	国家/地区；如适用	[国家/地区；如适用]	[[国家/地区；如适用]]	MIGRATE	fillable-slot
LICENSES/third-party-notices.md	206	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/third-party-notices.md	207	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/third-party-notices.md	208	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/third-party-notices.md	209	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/third-party-notices.md	210	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/third-party-notices.md	211	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/third-party-notices.md	212	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/third-party-notices.md	213	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/third-party-notices.md	214	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/third-party-notices.md	215	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/third-party-notices.md	216	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/third-party-notices.md	252	7	编号	[编号]	[[编号]]	MIGRATE	fillable-slot
LICENSES/third-party-notices.md	252	12	材料名称	[材料名称]	[[材料名称]]	MIGRATE	fillable-slot
LICENSES/third-party-notices.md	258	14	编号	[编号]	[[编号]]	MIGRATE	fillable-slot
LICENSES/third-party-notices.md	263	10	YYYY-MM-DD	[YYYY-MM-DD]	[[YYYY-MM-DD]]	MIGRATE	fillable-slot
LICENSES/third-party-notices.md	269	19	编号	[编号]	[[编号]]	MIGRATE	fillable-slot
LICENSES/third-party-notices.md	270	17	编号	[编号]	[[编号]]	MIGRATE	fillable-slot
LICENSES/third-party-notices.md	271	19	编号	[编号]	[[编号]]	MIGRATE	fillable-slot
LICENSES/third-party-notices.md	430	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/third-party-notices.md	431	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/third-party-notices.md	432	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/third-party-notices.md	433	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/third-party-notices.md	434	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/third-party-notices.md	435	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/third-party-notices.md	436	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/third-party-notices.md	627	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/third-party-notices.md	628	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/third-party-notices.md	629	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/third-party-notices.md	630	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/third-party-notices.md	631	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/third-party-notices.md	632	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/third-party-notices.md	633	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/third-party-notices.md	670	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/third-party-notices.md	671	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/third-party-notices.md	672	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/third-party-notices.md	673	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/third-party-notices.md	674	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/third-party-notices.md	675	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/third-party-notices.md	676	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/third-party-notices.md	689	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/third-party-notices.md	690	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/third-party-notices.md	691	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/third-party-notices.md	692	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/third-party-notices.md	693	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/third-party-notices.md	694	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/third-party-notices.md	695	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/third-party-notices.md	696	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/third-party-notices.md	697	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/third-party-notices.md	769	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/third-party-notices.md	770	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/third-party-notices.md	771	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/third-party-notices.md	772	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
LICENSES/third-party-notices.md	773	3	 	[ ]	[ ]	PRESERVE	markdown-checkbox
